id,source_file,label_id,label_name,split
KP005_WWS_B000_0.95-2.04_0.00-1.00.wav,KP005_WWS_B000_0.95-2.04.wav,0,Crackle,train
KP005_WWS_B001_2.14-3.74_0.00-1.00.wav,KP005_WWS_B001_2.14-3.74.wav,0,Crackle,train
KP005_WWS_B001_2.14-3.74_0.25-1.25.wav,KP005_WWS_B001_2.14-3.74.wav,0,Crackle,train
KP005_WWS_B001_2.14-3.74_0.50-1.50.wav,KP005_WWS_B001_2.14-3.74.wav,0,Crackle,train
KP005_WWS_B002_4.16-5.61_0.00-1.00.wav,KP005_WWS_B002_4.16-5.61.wav,0,Crackle,train
KP005_WWS_B002_4.16-5.61_0.25-1.25.wav,KP005_WWS_B002_4.16-5.61.wav,0,Crackle,train
KP005_WWS_B004_8.25-9.67_0.00-1.00.wav,KP005_WWS_B004_8.25-9.67.wav,0,Crackle,train
KP005_WWS_B004_8.25-9.67_0.25-1.25.wav,KP005_WWS_B004_8.25-9.67.wav,0,Crackle,train
KP005_WWS_B005_9.97-11.16_0.00-1.00.wav,KP005_WWS_B005_9.97-11.16.wav,0,Crackle,train
KP005_WWS_B006_12.04-13.43_0.00-1.00.wav,KP005_WWS_B006_12.04-13.43.wav,0,Crackle,train
KP005_WWS_B006_12.04-13.43_0.25-1.25.wav,KP005_WWS_B006_12.04-13.43.wav,0,Crackle,train
KP005_WWS_B007_13.63-14.97_0.00-1.00.wav,KP005_WWS_B007_13.63-14.97.wav,0,Crackle,train
KP005_WWS_B007_13.63-14.97_0.25-1.25.wav,KP005_WWS_B007_13.63-14.97.wav,0,Crackle,train
KP005_WWS_B008_15.50-17.29_0.00-1.00.wav,KP005_WWS_B008_15.50-17.29.wav,0,Crackle,train
KP005_WWS_B008_15.50-17.29_0.25-1.25.wav,KP005_WWS_B008_15.50-17.29.wav,0,Crackle,train
KP005_WWS_B008_15.50-17.29_0.50-1.50.wav,KP005_WWS_B008_15.50-17.29.wav,0,Crackle,train
KP005_WWS_B008_15.50-17.29_0.75-1.75.wav,KP005_WWS_B008_15.50-17.29.wav,0,Crackle,train
KP005_WWS_B009_17.49-18.59_0.00-1.00.wav,KP005_WWS_B009_17.49-18.59.wav,0,Crackle,train
KP005_WWS_B010_20.51-21.95_0.00-1.00.wav,KP005_WWS_B010_20.51-21.95.wav,0,Crackle,train
KP005_WWS_B010_20.51-21.95_0.25-1.25.wav,KP005_WWS_B010_20.51-21.95.wav,0,Crackle,train
KP005_WWS_B012_23.30-24.67_0.00-1.00.wav,KP005_WWS_B012_23.30-24.67.wav,0,Crackle,train
KP005_WWS_B012_23.30-24.67_0.25-1.25.wav,KP005_WWS_B012_23.30-24.67.wav,0,Crackle,train
KP005_WWS_B013_25.02-26.31_0.00-1.00.wav,KP005_WWS_B013_25.02-26.31.wav,0,Crackle,train
KP005_WWS_B013_25.02-26.31_0.25-1.25.wav,KP005_WWS_B013_25.02-26.31.wav,0,Crackle,train
KP006_WWS_B000_0.75-2.39_0.00-1.00.wav,KP006_WWS_B000_0.75-2.39.wav,0,Crackle,train
KP006_WWS_B000_0.75-2.39_0.25-1.25.wav,KP006_WWS_B000_0.75-2.39.wav,0,Crackle,train
KP006_WWS_B000_0.75-2.39_0.50-1.50.wav,KP006_WWS_B000_0.75-2.39.wav,0,Crackle,train
KP007_WWS_B001_1.35-1.89_0.00-1.00.wav,KP007_WWS_B001_1.35-1.89.wav,0,Crackle,train
KP007_WWS_B003_3.16-3.64_0.00-1.00.wav,KP007_WWS_B003_3.16-3.64.wav,0,Crackle,train
